Mod:Item:MetaData, Localized Name
gaiadimension:gaia_stone_furnace_lit, tile.gaiadimension.gaia_stone_furnace_lit.name
gaiadimension:restructurer_idle, Restructurer
gaiadimension:restructurer_lit, tile.gaiadimension.restructurer_lit.name
gaiadimension:purifier_idle, Purifier
gaiadimension:purifier_lit, tile.gaiadimension.purifier_lit.name
gaiadimension:heavy_soil, Heavy Soil
gaiadimension:corrupt_soil, Corrupted Soil
gaiadimension:boggy_soil, Boggy Soil
gaiadimension:light_soil, Light Soil
gaiadimension:glitter_grass, Glitter Grass
gaiadimension:corrupt_grass, Corrupted Grass
gaiadimension:murky_grass, Murky Grass
gaiadimension:soft_grass, Soft Grass
gaiadimension:frail_glitter_block, Frail Glitter Block
gaiadimension:thick_glitter_block, Thick Glitter Block
gaiadimension:gummy_glitter_block, Gummy Glitter Block
gaiadimension:pink_sludge_block, Pink Sludge Block
gaiadimension:crystal_growth, Crystal Growth
gaiadimension:crystal_growth_red, Red Crystal Growth
gaiadimension:crystal_growth_black, Black Crystal Growth
gaiadimension:crystal_growth_seared, Singed Crystal Growth
gaiadimension:crystal_growth_mutant, Mutated Crystal Growth
gaiadimension:crystal_growth_aura, Aura Crystal Growth
gaiadimension:thiscus, Thiscus
gaiadimension:ouzium, Ouzium
gaiadimension:agathum, Agathum
gaiadimension:varloom, Varloom
gaiadimension:corrupt_varloom, Corrupt Varloom
gaiadimension:missingno_plant, Missing Texture Plant
gaiadimension:spotted_kersei, Spotted Kersei
gaiadimension:thorny_wiltha, Thorny Wiltha
gaiadimension:roofed_agaric, Roofed Agaric
gaiadimension:bulbous_hobina, Bulbous Hobina
gaiadimension:stickly_cupsir, Stickly Cupsir
gaiadimension:mystical_murgni, Mystial Murgni
gaiadimension:corrupted_gaia_eye, Corrupted Gaia Eye
gaiadimension:elder_imklia, Elder Imklia
gaiadimension:gold_orb_tucher, Gold Orb Tucher
gaiadimension:missingno_fungus, Missing Texture Fungus
gaiadimension:pink_agate_sapling, Pink Agate Sapling
gaiadimension:blue_agate_sapling, Blue Agate Sapling
gaiadimension:green_agate_sapling, Green Agate Sapling
gaiadimension:purple_agate_sapling, Purple Agate Sapling
gaiadimension:fossilized_sapling, Fossilized Sapling
gaiadimension:corrupted_sapling, Corrupted Sapling
gaiadimension:burnt_sapling, Burnt Sapling
gaiadimension:burning_sapling, Fire Agate Sapling
gaiadimension:aura_sapling, Aura Sapling
gaiadimension:pink_agate_leaves, Pink Agate Leaves
gaiadimension:blue_agate_leaves, Blue Agate Leaves
gaiadimension:green_agate_leaves, Green Agate Leaves
gaiadimension:purple_agate_leaves, Purple Agate Leaves
gaiadimension:fossilized_leaves, Fossilized Leaves
gaiadimension:corrupted_leaves, Goldstone Corrupted Leaves
gaiadimension:burnt_leaves, Burnt Agate Leaves
gaiadimension:burning_leaves, Burning Agate Leaves
gaiadimension:aura_leaves, Aura Leaves
gaiadimension:pink_agate_log, Pink Agate Wood
gaiadimension:blue_agate_log, Blue Agate Wood
gaiadimension:green_agate_log, Green Agate Wood
gaiadimension:purple_agate_log, Purple Agate Wood
gaiadimension:fossilized_log, Fossilized Wood
gaiadimension:corrupted_log, Goldstone Corrupted Wood
gaiadimension:burnt_log, Burnt Wood
gaiadimension:burning_log, Burning Wood
gaiadimension:aura_log, Aura Log
gaiadimension:salt, Salt
gaiadimension:saltstone, Saltstone
gaiadimension:pebbles, Pebbles
gaiadimension:gaia_stone, Gaia Stone
gaiadimension:gaia_cobblestone, Gaia Cobblestone
gaiadimension:wasteland_stone, Wasteland Stone
gaiadimension:static_stone, Static Stone
gaiadimension:charged_mineral, Charged Mineral
gaiadimension:volcanic_rock, Volcanic Rock
gaiadimension:searing_rock, Searing Rock
gaiadimension:primal_mass, Primal Mass
gaiadimension:impure_rock, Impure Rock
gaiadimension:active_rock, Active Rock
gaiadimension:impure_sludge, Impure Sludge
gaiadimension:geyser_block, Geyser Vent
gaiadimension:sparkling_rock, Sparkling Rock
gaiadimension:aura_shoot, Aura Shoot
gaiadimension:pink_agate_planks, Pink Agate Planks
gaiadimension:blue_agate_planks, Blue Agate Planks
gaiadimension:green_agate_planks, Green Agate Planks
gaiadimension:purple_agate_planks, Purple Agate Planks
gaiadimension:fossilized_planks, Fossilized Planks
gaiadimension:corrupted_planks, Corrupted Planks
gaiadimension:burnt_planks, Burnt Planks
gaiadimension:burning_planks, Burning Planks
gaiadimension:aura_planks, Aura Planks
gaiadimension:pink_agate_plank_slab:0, Pink Agate Plank Slab
gaiadimension:blue_agate_plank_slab:0, Blue Agate Plank Slab
gaiadimension:green_agate_plank_slab:0, Green Agate Plank Slab
gaiadimension:purple_agate_plank_slab:0, Purple Agate Plank Slab
gaiadimension:fossilized_plank_slab:0, Fossilized Plank Slab
gaiadimension:corrupted_plank_slab:0, Corrupted Plank Slab
gaiadimension:burnt_plank_slab:0, Burnt Plank Slab
gaiadimension:burning_plank_slab:0, Burning Plank Slab
gaiadimension:aura_plank_slab:0, Aura Plank Slab
gaiadimension:pink_agate_plank_stairs, Pink Agate Plank Stairs
gaiadimension:blue_agate_plank_stairs, Blue Agate Plank Stairs
gaiadimension:green_agate_plank_stairs, Green Agate Plank Stairs
gaiadimension:purple_agate_plank_stairs, Purple Agate Plank Stairs
gaiadimension:fossilized_plank_stairs, Fossilized Plank Stairs
gaiadimension:corrupted_plank_stairs, Corrupted Plank Stairs
gaiadimension:burnt_plank_stairs, Burnt Plank Stairs
gaiadimension:burning_plank_stairs, Burning Plank Stairs
gaiadimension:aura_plank_stairs, Aura Plank Stairs
gaiadimension:cloudy_glass, Cloudy Glass
gaiadimension:foggy_glass, Foggy Glass
gaiadimension:gaia_stone_bricks, Gaia Stone Bricks
gaiadimension:cracked_gaia_stone_bricks, Cracked Gaia Stone Bricks
gaiadimension:crusted_gaia_stone_bricks, Crystallized Gaia Stone Bricks
gaiadimension:reinforced_bricks, Reinforced Bricks
gaiadimension:malachite_bricks, Malachite Bricks
gaiadimension:malachite_cracked_bricks, Cracked Malachite Bricks
gaiadimension:malachite_crusted_bricks, Crusted Malachite Bricks
gaiadimension:malachite_floor_tiles, Malachite Tiles
gaiadimension:malachite_chisel_bricks, Chiseled Malachite Bricks
gaiadimension:malachite_pulsing_bricks, Pulsing Malachite Bricks
gaiadimension:malachite_pulsing_tiles, Pulsing Malachite Tiles
gaiadimension:malachite_pulsing_chisel, Pulsing Chiseled Malachite Bricks
gaiadimension:malachite_brick_slab:0, Malachite Brick Slab
gaiadimension:malachite_floor_slab:0, Malachite Tile Slab
gaiadimension:malachite_pillar, Malachite Pillar
gaiadimension:malachite_brick_stairs, Malachite Brick Stairs
gaiadimension:malachite_chisel_stairs, Chiseled Malachite Brick Stairs
gaiadimension:malachite_pulsing_brick_stairs, Pulsing Malachite Brick Stairs
gaiadimension:malachite_pillar_stairs, Malachite Pillar Stairs
gaiadimension:malachite_floor_stairs, Malachite Tile Stairs
gaiadimension:malachite_pulsing_floor_stairs, Pulsing Malachite Tile Stairs
gaiadimension:malachite_pulsing_chisel_stairs, Pulsing Chiseled Malachite Brick Stairs
gaiadimension:bolstered_bricks, Bolstered Bricks
gaiadimension:opal_block_red, Block of Red Opal
gaiadimension:opal_block_blue, Block of Blue Opal
gaiadimension:opal_block_green, Block of Green Opal
gaiadimension:opal_block_white, Block of White Opal
gaiadimension:sugilite_block, Block of Sugilite
gaiadimension:hematite_block, Block of Hematite
gaiadimension:labradorite_block, Block of Labradorite
gaiadimension:pyrite_block, Block of Pyrite
gaiadimension:moonstone_block, Block of Moonstone
gaiadimension:cinnabar_block, Block of Cinnabar
gaiadimension:tektite_block, Block of Tektite
gaiadimension:goldstone_block, Block of Goldstone
gaiadimension:aura_block, Block of Aura Crystal
gaiadimension:bismuth_block, Block of Bismuth Crystal
gaiadimension:ixiolite_block, Block of Ixiolite
gaiadimension:proustite_block, Block of Proustite
gaiadimension:euclase_block, Block of Euclase
gaiadimension:leucite_block, Block of Leucite
gaiadimension:carnelian_block, Block of Carnelian
gaiadimension:benitoite_block, Block of Benitoite
gaiadimension:diopside_block, Block of Diopside
gaiadimension:chalcedony_block, Block of Chalcedony
gaiadimension:sugilite_ore, Sugilite Ore
gaiadimension:hematite_ore, Hematite Ore
gaiadimension:pyrite_ore, Pyrite Ore
gaiadimension:opal_ore_red, Red Opal Ore
gaiadimension:opal_ore_blue, Blue Opal Ore
gaiadimension:opal_ore_green, Green Opal Ore
gaiadimension:opal_ore_white, White Opal Ore
gaiadimension:labradorite_ore, Labradorite Ore
gaiadimension:moonstone_ore, Moonstone Ore
gaiadimension:cinnabar_ore, Cinnabar Ore
gaiadimension:speckled_rock, Speckled Rock
gaiadimension:coarse_rock, Coarse Rock
gaiadimension:precious_rock, Precious Rock
gravestone:gravestone, Grave
gravestone:death_info, Obituary
hotornot:wooden_tongs, Wooden Tongs
hotornot:mitts, Mitts
hotornot:iron_tongs, Iron Tongs
iceandfire:lectern, Lectern
iceandfire:podium:0, Oak Podium
iceandfire:podium:1, Spruce Podium
iceandfire:podium:2, Birch Podium
iceandfire:podium:3, Jungle Podium
iceandfire:podium:4, Acacia Podium
iceandfire:podium:5, Dark Oak Podium
iceandfire:fire_lily, Fire Lily
iceandfire:frost_lily, Frost Lily
iceandfire:goldpile, Pile of Gold
iceandfire:silverpile, Pile of Silver
iceandfire:silver_ore, Silver Ore
iceandfire:sapphire_ore, Sapphire Ore
iceandfire:silver_block, Silver Block
iceandfire:sapphire_block, Sapphire Block
iceandfire:chared_dirt, Charred Dirt
iceandfire:chared_grass, Charred Grass
iceandfire:chared_stone, Charred Stone
iceandfire:chared_cobblestone, Charred Cobblestone
iceandfire:chared_gravel, Charred Gravel
iceandfire:chared_grass_path, Charred Grass Path
iceandfire:ash, Ash
iceandfire:frozen_dirt, Frozen Dirt
iceandfire:frozen_grass, Frozen Grass
iceandfire:frozen_stone, Frozen Stone
iceandfire:frozen_cobblestone, Frozen Cobblestone
iceandfire:frozen_gravel, Frozen Gravel
iceandfire:frozen_grass_path, Frozen Grass Path
iceandfire:frozen_splinters, Frozen Splinters
iceandfire:dragon_ice, Dragon Ice
iceandfire:dragon_ice_spikes, Dragon Ice Spikes
iceandfire:nest, Dragon Nest
iceandfire:dragonscale_red, Block of Dragon Scales
iceandfire:dragonscale_green, Block of Dragon Scales
iceandfire:dragonscale_bronze, Block of Dragon Scales
iceandfire:dragonscale_gray, Block of Dragon Scales
iceandfire:dragonscale_blue, Block of Dragon Scales
iceandfire:dragonscale_white, Block of Dragon Scales
iceandfire:dragonscale_sapphire, Block of Dragon Scales
iceandfire:dragonscale_silver, Block of Dragon Scales
iceandfire:dragon_bone_block, Block of Dragon Bones
iceandfire:dragon_bone_wall, Dragon Bone Wall
iceandfire:dragonforge_fire_brick, Dragonforge Fire Brick
iceandfire:dragonforge_ice_brick, Dragonforge Ice Brick
iceandfire:dragonforge_fire_input, Dragonforge Fire Aperture
iceandfire:dragonforge_ice_input, Dragonforge Ice Aperture
iceandfire:dragonforge_fire_core_disabled, Dragonforge Fire Core
iceandfire:dragonforge_ice_core_disabled, Dragonforge Ice Core
iceandfire:dragonforge_fire_core, Dragonforge Fire Core
iceandfire:dragonforge_ice_core, Dragonforge Ice Core
iceandfire:egginice, Frozen Dragon Egg
iceandfire:pixie_house:0, Brown Mushroom Pixie Hovel
iceandfire:pixie_house:1, Red Mushroom Pixie Hovel
iceandfire:pixie_house:2, Birch Pixie Hovel
iceandfire:pixie_house:3, Oak Pixie Hovel
iceandfire:pixie_house:4, Dark Oak Pixie Hovel
iceandfire:pixie_house:5, Spruce Pixie Hovel
iceandfire:jar_empty, Jar
iceandfire:jar_pixie:0, Pixie Jar
iceandfire:jar_pixie:1, Pixie Jar
iceandfire:jar_pixie:2, Pixie Jar
iceandfire:jar_pixie:3, Pixie Jar
iceandfire:jar_pixie:4, Pixie Jar
iceandfire:myrmex_resin:0, Desert Myrmex Resin
iceandfire:myrmex_resin:1, Jungle Myrmex Resin
iceandfire:myrmex_resin_sticky:0, Sticky Desert Myrmex Resin
iceandfire:myrmex_resin_sticky:1, Sticky Jungle Myrmex Resin
iceandfire:desert_myrmex_cocoon, Desert Myrmex Cocoon
iceandfire:jungle_myrmex_cocoon, Jungle Myrmex Cocoon
iceandfire:myrmex_desert_biolight, Desert Myrmex Bioluminescence
iceandfire:myrmex_jungle_biolight, Jungle Myrmex Bioluminescence
iceandfire:myrmex_desert_resin_block, Hardened Desert Myrmex Resin
iceandfire:myrmex_jungle_resin_block, Hardened Jungle Myrmex Resin
iceandfire:myrmex_desert_resin_glass, Desert Myrmex Resin Glass
iceandfire:myrmex_jungle_resin_glass, Jungle Myrmex Resin Glass
iceandfire:dragonsteel_fire_block, Block of Fire Dragonsteel
iceandfire:dragonsteel_ice_block, Block of Ice Dragonsteel
iceandfire:dread_stone, Dreadstone
iceandfire:dread_stone_bricks, Dreadstone Bricks
iceandfire:dread_stone_bricks_chiseled, Chiseled Dreadstone Bricks
iceandfire:dread_stone_bricks_cracked, Cracked Dreadstone Bricks
iceandfire:dread_stone_bricks_mossy, Mossy Dreadstone Bricks
iceandfire:dread_stone_tile, Dreadstone Tile
iceandfire:dread_stone_face, Dreadstone Chiseled Skull
iceandfire:dread_torch, Dreadstone Torch
iceandfire:dread_stone_stairs, Dreadstone Bricks Stairs
iceandfire:dread_stone_slab_double:0, Dreadstone Bricks Slab
iceandfire:dread_stone_slab:0, Dreadstone Bricks Slab
iceandfire:dreadwood_log, Dreadwood Log
iceandfire:dreadwood_planks, Dreadwood Planks
iceandfire:dreadwood_planks_lock, Dreadwood Keyhole
iceandfire:dread_portal, Dread Lands Portal
iceandfire:dread_spawner, Dreadstone Mob Spawner
iceandfire:burnt_torch, Burnt Out Torch
iceandfire:sea_serpent_scale_block_blue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_bronze, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_deepblue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_green, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_purple, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_red, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_teal, Block of Sea Serpent Scales
iceandfire:bestiary, Bestiary
iceandfire:manuscript, Manuscript
iceandfire:sapphire_gem, Sapphire
iceandfire:silver_ingot, Silver Ingot
iceandfire:silver_nugget, Silver Nugget
iceandfire:armor_silver_metal_helmet, Silver Helmet
iceandfire:armor_silver_metal_chestplate, Silver Chestplate
iceandfire:armor_silver_metal_leggings, Silver Leggings
iceandfire:armor_silver_metal_boots, Silver Boots
iceandfire:silver_sword, Silver Sword
iceandfire:silver_shovel, Silver Shovel
iceandfire:silver_pickaxe, Silver Pickaxe
iceandfire:silver_axe, Silver Axe
iceandfire:silver_hoe, Silver Hoe
iceandfire:fire_stew, Fire Lily Mixture
iceandfire:frost_stew, Frost Lily Mixture
iceandfire:dragonegg_red:0, Dragon Egg
iceandfire:dragonegg_green:0, Dragon Egg
iceandfire:dragonegg_bronze:0, Dragon Egg
iceandfire:dragonegg_gray:0, Dragon Egg
iceandfire:dragonegg_blue:0, Dragon Egg
iceandfire:dragonegg_white:0, Dragon Egg
iceandfire:dragonegg_sapphire:0, Dragon Egg
iceandfire:dragonegg_silver:0, Dragon Egg
iceandfire:dragonscales_red:0, Dragon Scales
iceandfire:dragonscales_green:0, Dragon Scales
iceandfire:dragonscales_bronze:0, Dragon Scales
iceandfire:dragonscales_gray:0, Dragon Scales
iceandfire:dragonscales_blue:0, Dragon Scales
iceandfire:dragonscales_white:0, Dragon Scales
iceandfire:dragonscales_sapphire:0, Dragon Scales
iceandfire:dragonscales_silver:0, Dragon Scales
iceandfire:dragonbone, Dragon Bone
iceandfire:witherbone, Witherbone
iceandfire:fishing_spear, Fishing Spear
iceandfire:wither_shard, Witherbone Shard
iceandfire:dragonbone_sword, Dragon Bone Sword
iceandfire:dragonbone_shovel, Dragon Bone Shovel
iceandfire:dragonbone_pickaxe, Dragon Bone Pickaxe
iceandfire:dragonbone_axe, Dragon Bone Axe
iceandfire:dragonbone_hoe, Dragon Bone Hoe
iceandfire:dragonbone_sword_fire, Flamed Dragon Bone Sword
iceandfire:dragonbone_sword_ice, Iced Dragon Bone Sword
iceandfire:dragonbone_arrow, Dragon Bone Arrow
iceandfire:dragonbone_bow, Dragon Bone Bow
iceandfire:dragon_skull:0, Dragon Skull
iceandfire:dragon_skull:1, Dragon Skull
iceandfire:dragonarmor_iron:0, Iron Dragon Armor
iceandfire:dragonarmor_iron:1, Iron Dragon Armor
iceandfire:dragonarmor_iron:2, Iron Dragon Armor
iceandfire:dragonarmor_iron:3, Iron Dragon Armor
iceandfire:dragonarmor_gold:0, Gold Dragon Armor
iceandfire:dragonarmor_gold:1, Gold Dragon Armor
iceandfire:dragonarmor_gold:2, Gold Dragon Armor
iceandfire:dragonarmor_gold:3, Gold Dragon Armor
iceandfire:dragonarmor_diamond:0, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:1, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:2, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:3, Diamond Dragon Armor
iceandfire:dragonarmor_silver:0, Silver Dragon Armor
iceandfire:dragonarmor_silver:1, Silver Dragon Armor
iceandfire:dragonarmor_silver:2, Silver Dragon Armor
iceandfire:dragonarmor_silver:3, Silver Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:0, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:1, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:2, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:3, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:0, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:1, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:2, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:3, Ice Dragonsteel Dragon Armor
iceandfire:dragon_meal, Dragon Meal
iceandfire:sickly_dragon_meal, Sickly Dragon Meal
iceandfire:creative_dragon_meal, Creative Dragon Meal
iceandfire:fire_dragon_flesh, Fire Dragon Flesh
iceandfire:ice_dragon_flesh, Ice Dragon Flesh
iceandfire:fire_dragon_heart, Fire Dragon Heart
iceandfire:ice_dragon_heart, Ice Dragon Heart
iceandfire:fire_dragon_blood, Fire Dragon Blood
iceandfire:ice_dragon_blood, Ice Dragon Blood
iceandfire:dragon_stick, Dragon Command Staff
iceandfire:dragon_horn, Dragon Horn
iceandfire:dragon_horn_fire, Dragon Horn
iceandfire:dragon_horn_ice, Dragon Horn
iceandfire:dragon_flute, Dragon Bone Flute
iceandfire:summoning_crystal_fire, Fire Dragon Summoning Crystal
iceandfire:summoning_crystal_ice, Ice Dragon Summoning Crystal
iceandfire:hippogryph_egg:0, Hippogryph Egg
iceandfire:hippogryph_egg:1, Hippogryph Egg
iceandfire:hippogryph_egg:2, Hippogryph Egg
iceandfire:hippogryph_egg:3, Hippogryph Egg
iceandfire:hippogryph_egg:4, Hippogryph Egg
iceandfire:hippogryph_egg:5, Hippogryph Egg
iceandfire:hippogryph_egg:6, Hippogryph Egg
iceandfire:iron_hippogryph_armor, Iron Hippogryph Armor
iceandfire:gold_hippogryph_armor, Gold Hippogryph Armor
iceandfire:diamond_hippogryph_armor, Diamond Hippogryph Armor
iceandfire:hippogryph_talon, Hippogryph Talon
iceandfire:hippogryph_sword, Hippogryph Talon Sword
iceandfire:gorgon_head, Gorgon Head
iceandfire:stone_statue, Stone Statue
iceandfire:blindfold, Blindfold
iceandfire:pixie_dust, Pixie Dust
iceandfire:pixie_wings, Pixie Wings
iceandfire:pixie_wand, Pixie Wand
iceandfire:ambrosia, Ambrosia
iceandfire:cyclops_eye, Eye of Cyclops
iceandfire:sheep_helmet, Sheep Disguise Helmet
iceandfire:sheep_chestplate, Sheep Disguise Chestplate
iceandfire:sheep_leggings, Sheep Disguise Leggings
iceandfire:sheep_boots, Sheep Disguise Boots
iceandfire:shiny_scales, Shiny Scales
iceandfire:siren_tear, Siren Tear
iceandfire:siren_flute, Siren Flute
iceandfire:hippocampus_fin, Hippocampus Fin
iceandfire:hippocampus_slapper, Hippocampus Slapper
iceandfire:earplugs, Earplugs
iceandfire:deathworm_chitin:0, Tan Death Worm Chitin
iceandfire:deathworm_chitin:1, White Death Worm Chitin
iceandfire:deathworm_chitin:2, Red Death Worm Chitin
iceandfire:deathworm_yellow_helmet, Tan Death Worm Chitin Helmet
iceandfire:deathworm_yellow_chestplate, Tan Death Worm Chitin Chestplate
iceandfire:deathworm_yellow_leggings, Tan Death Worm Chitin Leggings
